fdcId,description,dataType,publicationDate,brandOwner,gtinUpc,foodNutrients
2735538,.92 Ounce Jack Link's Teriyaki Beef Sticks 1/1 Count,Branded,2025-06-19,LINK SNACKS INC.,00017082886927,"[{'number': '203', 'name': 'Protein', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 9.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 3.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '208', 'name': 'Energy', 'amount': 120, 'unitName': 'KCAL', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 2.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 10.0, 'unitName': 'MG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0007, 'unitName': 'MG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 100, 'unitName': 'MG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 420, 'unitName': 'MG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '320', 'name': 'Vitamin A, RAE', 'amount': 0.0, 'unitName': 'UG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '328', 'name': 'Vitamin D (D2 + D3)', 'amount': 0.1, 'unitName': 'UG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 2.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 25.0, 'unitName': 'MG', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 4.0, 'unitName': 'G', 'derivationCode': 'LCGA', 'derivationDescription': 'Given by information provider as an approximate value per 100 unit measure'}]"
2752903,0,Branded,2026-02-19,Tyson Foods Inc.,90027182554971,"[{'number': '203', 'name': 'Protein', 'amount': 20.5, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 8.93, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 170, 'unitName': 'KCAL', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 1.29, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 49.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 58.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}]"
2025832,0% FAT FREE COTTAGE CHEESE,Branded,2021-10-28,"Darigold, Inc. ",026400189008,"[{'number': '203', 'name': 'Protein', 'amount': 12.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.31, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 71.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 4.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 159, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 381, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 177, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 1.1, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 4.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2467186,0% FAT FREE LACTOSE FREE MILK,Branded,2023-02-16,"Darigold, Inc. ",026400405214,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 38.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 131, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 171, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 2730.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 50.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2079742,0% FAT FREE MILK,Branded,2021-10-28,The a2 Milk Company,813267020038,"[{'number': '203', 'name': 'Protein', 'amount': 4.58, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.83, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 167, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 212, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 67.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.5, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2467187,0% FAT FREE MILK,Branded,2023-02-16,"Darigold, Inc. ",026400297000,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 38.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 131, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 171, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 2730.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 50.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2505027,0% FAT FREE MILK,Branded,2023-03-16,"Wal-Mart Stores, Inc.",078742159072,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 38.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 104, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 117, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 312, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 17.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '645', 'name': 'Fatty acids, total monounsaturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '646', 'name': 'Fatty acids, total polyunsaturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2676419,0% FAT FREE MILK,Branded,2023-11-16,"Wal-Mart Stores, Inc.",078742352039,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 33.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 104, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 117, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 42.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '328', 'name': 'Vitamin D (D2 + D3)', 'amount': 1.0, 'unitName': 'UG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '645', 'name': 'Fatty acids, total monounsaturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '646', 'name': 'Fatty acids, total polyunsaturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '320', 'name': 'Vitamin A, RAE', 'amount': 75.0, 'unitName': 'UG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2677324,0% FAT FREE MILK,Branded,2023-11-16,Cooperative Regions of Organic Producer Pools,093966000221,"[{'number': '203', 'name': 'Protein', 'amount': 4.17, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 6.25, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.83, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 150, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.04, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 188, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 62.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '328', 'name': 'Vitamin D (D2 + D3)', 'amount': 1.0, 'unitName': 'UG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '320', 'name': 'Vitamin A, RAE', 'amount': 67.0, 'unitName': 'UG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2077975,0% FAT FREE MILK,Branded,2021-10-28,"Darigold, Inc. ",026400405320,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 38.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 125, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 171, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.5, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 2.0, 'unitName': 'MG', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
