fdcId,description,dataType,publicationDate,brandOwner,gtinUpc,foodNutrients
2040083,"""""HONOLULU BLUE"""" CREAM SODA",Branded,2021-10-28,"Intrastate Distributors, Inc.",643639161096,"[{'number': '203', 'name': 'Protein', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 10.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 10.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 8.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2098118,"""""JULIE'S"""" SPINACH DIP",Branded,2021-10-28,Sculatti I.F.S.,751570913312,"[{'number': '203', 'name': 'Protein', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 32.1, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 7.14, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 321, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 3.6, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 143, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 1.29, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 250, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 446, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 36.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 7.14, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
1458334,"""""LN,BNLS,CC,CAN,BK,5/7,DRY,GM,VP,2PC,Z""""",Branded,2021-03-19,"Farmland Foods, Inc.",90070247164189,"[{'number': '203', 'name': 'Protein', 'amount': 20.5, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 10.7, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 185, 'unitName': 'KCAL', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 18.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.8, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 43.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 4.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.3, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 58.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}]"
2187156,"""""LOW COUNTRY LOCO"""" HOT SAUCE, """"LOW COUNTRY LOCO""""",Branded,2021-12-01,Lillie's Of Charleston,798669315008,"[{'number': '203', 'name': 'Protein', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 125, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 1000.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2146120,"""""MEMPHIS STYLE"""" BBQ RUB, """"MEMPHIS STYLE""""",Branded,2021-10-28,"Big Y Foods, Inc.",018894272106,"[{'number': '203', 'name': 'Protein', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 100, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 300, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 100, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 6300.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 100, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
1913839,"""""MORTGAGE LIFTER"""" BARBECUE SAUCE",Branded,2021-07-29,"Beekman 1802, Inc.",852541002445,"[{'number': '203', 'name': 'Protein', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 38.9, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 167, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 36.1, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 1.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 1140.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 278, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 3.3, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
1895717,"""""MORTGAGE LIFTER"""" PASTA SAUCE, FRESH MUSHROOM",Branded,2021-07-29,"Beekman 1802, Inc.",852541002476,"[{'number': '203', 'name': 'Protein', 'amount': 3.12, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.95, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 13.3, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 86.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 7.81, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 3.9, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 31.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.84, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 266, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 977, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 21.1, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2272546,"""""MOTHER SAUCE"""" A SLOW-ROASTED BEEF & VEGETABLE BASED SAUCE, """"MOTHER SAUCE""""",Branded,2022-05-23,"Wegmans Food Markets, Inc. ",077890533864,"[{'number': '203', 'name': 'Protein', 'amount': 1.69, 'unitName': 'G', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.85, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.08, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 34.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 3.39, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.4, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 119, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 288, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 1.7, 'unitName': 'G', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.34, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
2160281,"""""NO CHEESE"""" CHEESINESS GRAIN FREE PALEO PUFFS, """"NO CHEESE"""" CHEESINESS",Branded,2021-10-28,"LesserEvil, LLC",855611008637,"[{'number': '203', 'name': 'Protein', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 21.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 64.3, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 464, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 3.6, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 11.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 46.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 679, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 17.9, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2160282,"""""NO CHEESE"""" CHEESINESS GRAIN FREE PALEO PUFFS, """"NO CHEESE"""" CHEESINESS",Branded,2021-10-28,"LesserEvil, LLC",856762007753,"[{'number': '203', 'name': 'Protein', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 21.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 64.3, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 464, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 3.6, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 11.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 46.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 679, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 17.9, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2172032,"""""NORIMAKI"""" RICE CRACKER, """"NORIMAKI""""",Branded,2021-10-28,pacific exchange distributors,854195002000,"[{'number': '203', 'name': 'Protein', 'amount': 10.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 86.7, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 400, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 10.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.6, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 203, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 733, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '539', 'name': 'Sugars, added', 'amount': 3.3, 'unitName': 'G', 'derivationCode': 'LCSL', 'derivationDescription': 'Calculated from a less than value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}]"
1459099,"""""PEPP,SLCD,1.75""""DIA,2 BAGS,GF,10#NT,Z""""",Branded,2021-03-19,SMITHFIELD FOODS INC.,00070247174796,"[{'number': '203', 'name': 'Protein', 'amount': 21.4, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 42.9, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 3.57, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 500, 'unitName': 'KCAL', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 1.29, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 1390.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 0.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 36.0, 'unitName': 'MG', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 16.1, 'unitName': 'G', 'derivationCode': 'LCSA', 'derivationDescription': 'Calculated from an approximate value per serving size measure'}]"
