price_id,product_code,price,price_is_discounted,price_without_discount,currency,date,product_name,product_brands,product_categories,product_nutriscore,store_name,store_city,store_country,created
15,3022820420414,3.1,False,,EUR,2023-11-27,Chou blanc lacto-fermenté bio,Nutriform,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:canned-foods', 'en:vegetables-based-foods', 'en:canned-plant-based-foods', 'en:meals', 'en:vegetables', 'en:canned-vegetables', 'en:fermented-vegetables', 'en:leaf-vegetables', 'en:cabbages', 'en:sauerkrauts', 'en:white-cabbage']",b,L'Éléfàn,Grenoble,France,2023-11-27T11:37:31.196017Z
16,3022820420711,3.43,False,,EUR,2023-11-27,Betterave Lacto-fermentée BIO,Nutriform,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:vegetable-based-foods-and-beverages', 'en:canned-foods', 'en:vegetables-based-foods', 'en:canned-plant-based-foods', 'en:vegetables', 'en:canned-vegetables', 'en:beetroot', 'en:canned-beetroot', 'fr:legumes-lacto-fermentes']",c,L'Éléfàn,Grenoble,France,2023-11-27T11:37:32.366813Z
17,3109850018856,6.6,False,,EUR,2023-11-27,Antésite réglisse anis étoilé,Antésite,['en:syrups'],unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:33.537762Z
18,3109850018863,8.71,False,,EUR,2023-11-27,Antesite,Antésite,"['en:beverages-and-beverages-preparations', 'en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-beverages', 'en:syrups']",e,L'Éléfàn,Grenoble,France,2023-11-27T11:37:35.330935Z
19,3115435156453,6.6,False,,EUR,2023-11-27,,,[],,L'Éléfàn,Grenoble,France,2023-11-27T11:37:36.561930Z
20,3154354352168,5.0,False,,EUR,2023-11-27,,,[],,L'Éléfàn,Grenoble,France,2023-11-27T11:37:37.747145Z
21,3176800001268,0.53,False,,EUR,2023-11-27,Poudre à lever pour vos patisseries bio,"Nat Ali, Nature et Aliments","['en:food-additives', 'fr:poudres-a-lever']",not-applicable,L'Éléfàn,Grenoble,France,2023-11-27T11:37:38.918664Z
22,3176800001367,2.84,False,,EUR,2023-11-27,Préparation gélifiante Confix'bio,Natali,"['en:food-additives', 'en:thickeners', 'en:gelling-agent-for-jam']",not-applicable,L'Éléfàn,Grenoble,France,2023-11-27T11:37:40.091354Z
23,3176800001602,3.94,False,,EUR,2023-11-27,Ferments Pour Yaourt Bifidus,NAT-ALI,"['en:cooking-helpers', 'en:dessert-mixes', 'fr:preparations-pour-desserts-lactes']",a,L'Éléfàn,Grenoble,France,2023-11-27T11:37:41.267373Z
24,3176800001824,1.91,False,,EUR,2023-11-27,Agar-Agar,"Nat ali, Nature et aliments","['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:seafood', 'en:cooking-helpers', 'en:seaweeds-and-their-products', 'en:seaweed-products', 'en:agar-agar']",unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:42.439717Z
25,3176800030510,1.09,False,,EUR,2023-11-27,Potabio épinards spiruline,NAT-ALI,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:meals', 'en:dried-products', 'en:dried-products-to-be-rehydrated', 'en:soups', 'en:dried-meals', 'en:vegetable-soups', 'en:dehydrated-soups', 'en:dehydrated-vegetable-soups']",b,L'Éléfàn,Grenoble,France,2023-11-27T11:37:43.614674Z
26,3176800030541,1.24,False,,EUR,2023-11-27,Potabio 5 légumes psyllium,Nat ali,"['en:dried-products', 'en:dried-products-to-be-rehydrated', 'fr:potage-5-legumes']",unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:44.790223Z
27,3176800032019,1.17,False,,EUR,2023-11-27,Potabio du monde - Potage Thaï,NAT-ALI,"['en:plant-based-foods-and-beverages', 'en:plant-based-foods', 'en:fruits-and-vegetables-based-foods', 'en:meals', 'en:dried-products', 'en:dried-products-to-be-rehydrated', 'en:soups', 'en:dried-meals', 'en:vegetable-soups', 'en:dehydrated-soups', 'en:dehydrated-vegetable-soups']",unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:45.964257Z
28,3176800032026,1.13,False,,EUR,2023-11-27,Potabio du monde - Indien,"Nat ali, Nature et aliments","['en:meals', 'en:dried-products', 'en:dried-products-to-be-rehydrated', 'en:soups', 'en:dried-meals', 'en:dehydrated-soups', 'fr:potage-deshydrate']",unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:47.141062Z
29,3176800032064,1.19,False,,EUR,2023-11-27,Potabio De La Mer,Natali,[],unknown,L'Éléfàn,Grenoble,France,2023-11-27T11:37:48.333891Z
