code,product_name,brands,categories,ingredients_text,quantity,nutrition_grades,nutriscore_score,nova_group,ecoscore_grade,completeness,allergens,labels,image_url,stores,countries,last_modified_t,source
186852000389,Gelato - Madagascan Vanilla Bean,"Talenti,Unilever","Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams","Milk, sugar , cream, dextrose , vanilla extract, sunflower lecithin, carob bean gum, guar gum, natural flavor, lemon peel.",473ml,d,15.0,4.0,a,0.8,en:milk,,https://images.openfoodfacts.org/images/products/018/685/200/0389/front_en.15.400.jpg,Whole Foods,United States,1774492500,off
12000012754,Green tea,"Lipton,Unilever",,"water,high fructose corn syrup,citric acid, natural flavor sooum hexametaphosphate (to protect flavor), pt) green tea, ascorbic acid (vitamin c), potassium sorbate (preserves freshness), phosphoric acid, sugar, acesulfame potassium, calcium disoium eota (to protect flavor), honey manufactured by independent prooucers for the pepsi/lipton teapartnership, purchase, ny 10577 clipton, a division of unilever, caffeine content: 26mg/20 fl oz, www,liptontea,com, l)",20 FL OZ,unknown,,4.0,unknown,0.5875,,,https://images.openfoodfacts.org/images/products/001/200/001/2754/front_en.20.400.jpg,,United States,1644365904,off
186852000334,Caramel cookie crunch gelato,"Talenti,  Unilever","Desserts, Frozen foods, Frozen desserts","Milk, sugarâ€ , cream, skim milk, coconut, palm and soybeanâ€ oils, dextroseâ€ , cocoa (processed with alkali), enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), corn syrupâ€ , sunflower lecithin, carob bean gum, vanilla extract, guar gum, baking soda, dried cane syrupâ€ , cocoa, soy lecithin, natural flavor, corn starch, salt.",,d,16.0,4.0,unknown,0.6625,,,https://images.openfoodfacts.org/images/products/018/685/200/0334/front_en.12.400.jpg,Whole Foods,United States,1768523638,off
77567226006,Breyers Homemade Vanilla Ice Cream,"Breyers,Unilever","Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams","milk, cream, sugar, corn syrup, whey, egg yolks, carob bean gum, mono and diglycerides, salt, natural flavor, vanilla extract*, annatto (for color), guar gum, tara gum,",,d,16.0,4.0,b,0.5625,"en:eggs,en:milk",No gluten,https://images.openfoodfacts.org/images/products/007/756/722/6006/front_en.6.400.jpg,,United States,1766794429,off
28400040037,Fritos,Lays,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips","Corn, Corn Oil, and Salt. FRITO-LAY, INC. PLANO, TX 75024-4099 ©2004 FRITO-LAY NORTH AMERICA, INC. GLUTEN FREE SnackPerks TM Get tips, recipes, and other perks from Frito Join SnackPerks at Frito LaySnackPerks.com",28.3 g ( 1 OZ),c,4.0,,b,0.9,,"No gluten,Fritolay",https://images.openfoodfacts.org/images/products/002/840/004/0037/front_en.91.400.jpg,"Cotsco,Frito Lay Inc.","France,United States",1774042282,off
28400091565,Lays Classic,Lays,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN, AND/OR SUNFLOWER OIL), AND SALT.",,d,15.0,3.0,a,0.6875,,,https://images.openfoodfacts.org/images/products/002/840/009/1565/front_en.46.400.jpg,,United States,1775059863,off
28400761918,Sweet potato popables,Lays,"en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potato","Potato starch, vegetable oil (corn, canola, and/or sunflower oil), dried sweet potatoes, brown rice flour, whole grain corn flour, cane sugar, sea salt, annatto extracts.",28 g,d,18.0,3.0,b,0.6875,,,https://images.openfoodfacts.org/images/products/002/840/076/1918/front_en.17.400.jpg,,en:United States,1767124347,off
28400679732,Baked Popped Mix,Lays,baked chips,"Popcorn, Vegetable Oil, Corn Oil, And/or Canola Oil, And/or Sunflower Oil, Natural Flavors, Whey, Maltodextrin Made From Corn, Buttermilk, Cheddar Cheese, Milk, Cheese Cultures, Salt, Enzymes, Salt",,unknown,,4.0,unknown,0.5625,,Unknown,https://images.openfoodfacts.org/images/products/002/840/067/9732/front_en.3.400.jpg,,en:us,1762528486,off
28400770088,Classic,Lays,en:potato-crisps,"Potatoes, vegetable oil (canola, corn, soybean, and/or sunflower oil), salt.",70.8 g,d,11.0,3.0,b,0.6875,,"No preservatives, en:no-artificial-flavors",https://images.openfoodfacts.org/images/products/002/840/077/0088/front_en.27.400.jpg,,en:United States,1773367215,off
9800895250,HAZELNUT SPREAD WITH COCOA,nutella,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Fats, Spreads, Sweet spreads, Vegetable fats, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads","sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,",750 g,e,23.0,4.0,f,0.7875,"en:milk,en:nuts,en:soybeans",Verified,https://images.openfoodfacts.org/images/products/000/980/089/5250/front_en.63.400.jpg,,United States,1773334369,off
9800892204,Hazelnut spread with cocoa,Nutella,"Null, en:cocoa-and-hazelnuts-spreads","SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN, VANILLIN.",1 kg,e,31.0,4.0,e,0.8875,"en:milk,en:nuts,en:soybeans",Fabriqué au Canada,https://images.openfoodfacts.org/images/products/000/980/089/2204/front_en.50.400.jpg,,United States,1769982704,off
9800830039,biscuits,nutella,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits","HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN (AS EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR)), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE (LEAVENING AGENT), AMMONIUM BICARBONATE (LEAVENING AGENT), MALTED BARLEY FLOUR, COCOA, SALT, EXTRACT OF MALTED BARLEY AND CORN, WHEAT STARCH, LECITHIN (AS EMULSIFIER), VANILLIN: AN ARTIFICIAL FLAVOR.",9.7 oz (276g),e,27.0,4.0,d,0.6875,,en:made-in-italy,https://images.openfoodfacts.org/images/products/000/980/083/0039/front_en.29.400.jpg,,United States,1773679612,off
